Wall time,Step,Value
1733337728.9578319,167,135.64328002929688
1733337730.413192,474,98.95482635498047
1733337730.714227,536,3.7079434394836426
1733337730.9560719,586,4.081628799438477
1733337739.7687309,2307,1.6063462495803833
1733337740.9025338,2486,6.308032989501953
1733337751.614822,4492,0.9941658973693848
1733337754.880932,5134,2.4486637115478516
1733337764.405557,6711,0.6749523878097534
1733337768.905646,7463,0.6760913729667664
1733337779.1642208,9260,0.7524393200874329
1733337780.355239,9468,1.068610429763794
1733337785.518034,10399,0.49734026193618774
1733337788.31118,10905,0.4388290047645569
1733337788.669185,10966,0.5737822651863098
1733337794.472915,11969,0.42839208245277405
1733337807.570025,14294,0.4419172704219818
1733337810.369489,14779,0.554182767868042
1733337818.060066,16116,0.36227646470069885
1733337838.140478,19640,0.4529951810836792
1733337840.590933,20062,0.3069177567958832
1733337843.354101,20539,0.18235120177268982
1733337843.5807161,20578,0.6180229187011719
1733337845.160623,20855,0.276896595954895
1733337848.147609,21319,0.20374926924705505
1733337854.352148,22330,0.43704646825790405
1733337860.1532228,23361,0.31576064229011536
1733337861.961471,23701,0.4183897078037262
1733337864.323272,24147,0.5115188360214233
1733337865.302956,24322,0.3757409155368805
1733337867.556793,24727,0.2966657876968384
1733337870.5158122,25253,0.4354056715965271
1733337893.608026,28996,0.47117310762405396
1733337898.953048,29829,0.3200061321258545
1733337903.809551,30612,0.5858243107795715
1733337904.371309,30706,0.3552578091621399
1733337908.833066,31443,0.34185799956321716
1733337912.0795279,31936,0.2739105224609375
1733337914.866633,32435,0.42125895619392395
1733337919.075496,33181,0.33948782086372375
1733337922.924649,33749,0.1974547952413559
1733337923.2731872,33785,0.4107426702976227
1733337923.683369,33839,0.4005142152309418
1733337927.325857,34525,1.0098605155944824
1733337934.939209,35953,0.6083159446716309
1733337938.495954,36629,0.5705331563949585
1733337938.65066,36659,1.6551191806793213
1733337944.463059,37764,0.8325700163841248
1733337945.051462,37876,0.5255157947540283
1733337949.702296,38720,0.502098798751831
1733337950.468446,38840,0.4664485454559326
1733337955.359628,39702,0.88649582862854
1733337963.7961001,41271,4.540020942687988
1733337976.519648,43639,2.6078574657440186
1733337978.412672,43993,1.458642601966858
1733337979.675603,44200,1.6228220462799072
1733337983.887274,44964,18.2113037109375
1733337986.0526452,45372,3.042991876602173
1733337991.013346,46334,1.5803519487380981
1733337991.43898,46413,29.010822296142578
1733337998.526755,47744,2.5029702186584473
1733337999.741004,47970,2.696560859680176
1733338000.8587048,48181,2.830599308013916
1733338025.9679282,52906,53.62080001831055
1733338031.718598,53862,1.1259112358093262
1733338045.9515362,56521,1.4753546714782715
1733338057.905905,58746,1.263933777809143
1733338065.656736,60179,2.466369867324829
1733338065.699987,60185,14.191558837890625
1733338067.2937799,60475,1.0980385541915894
1733338077.094096,62139,13.432168006896973
1733338085.434133,63671,62.085418701171875
1733338090.154711,64521,13.615979194641113
1733338096.206178,65643,3.4814136028289795
1733338102.511411,66787,1.2992842197418213
1733338103.892982,67021,6.407436847686768
1733338106.4659991,67440,8.095989227294922
1733338115.952758,69185,10.510209083557129
1733338118.844664,69719,32.799251556396484
1733338124.019635,70656,90.72692108154297
1733338128.804818,71428,22.54560089111328
1733338131.545877,71906,11.555482864379883
1733338131.824955,71957,37.40629959106445
1733338132.1253738,72012,1.831298589706421
1733338137.5624378,73009,4.895193099975586
1733338155.816391,76218,113.67720031738281
1733338168.0935209,78208,45.99434280395508
1733338172.365525,78920,2.781292676925659
1733338181.35008,80390,203.96722412109375
1733338182.648452,80613,3.7066378593444824
1733338184.916045,80996,25.041309356689453
1733338205.317288,84601,2.0496485233306885
1733338208.364502,85089,44.640464782714844
1733338218.140852,86780,4.3285627365112305
1733338218.6317382,86865,3.2583467960357666
1733338219.4453828,87008,28.42514419555664
1733338221.647048,87393,54.55065155029297
1733338225.878565,88137,181.6177520751953
1733338228.9580421,88674,5.603161334991455
1733338232.786401,89347,22.06865692138672
1733338232.876874,89363,2.6632981300354004
1733338236.487055,89973,5.2714152336120605
1733338237.982584,90237,76.76713562011719
1733338245.91046,91624,386.3882751464844
1733338246.038335,91647,119.51220703125
1733338248.7193139,92120,130.0674285888672
1733338256.4411478,93471,80.03089141845703
1733338258.8941708,93901,348.8255310058594
1733338267.34239,95377,2.961531162261963
1733338267.926752,95480,3.2283482551574707
1733338272.6202161,96301,66.55256652832031
1733338285.156739,98474,53.07651138305664
1733338293.2372181,99884,17.915151596069336
1733338298.8693042,100858,5.9584808349609375
1733338301.628651,101335,111.54399108886719
1733338305.205236,101943,9.685017585754395
1733338311.34779,103001,529.9022827148438
1733338319.1150138,104334,134.89964294433594
1733338322.394015,104896,58.20545959472656
1733338322.559863,104924,952.4734497070312
1733338328.1195579,105774,21.284305572509766
1733338340.6882298,107837,752.9285888671875
1733338345.0206342,108586,1581.7557373046875
1733338360.9387279,111323,1846.4896240234375
1733338363.110602,111698,6007.572265625
1733338370.063248,112902,1635.654541015625
1733338382.885707,115096,87.28221130371094
1733338385.332443,115518,20673.001953125
1733338392.254824,116711,23148.94921875
1733338392.672411,116783,3047.8974609375
1733338394.199594,117047,3800.730224609375
1733338397.6067111,117635,4909.45849609375
1733338400.8209321,118190,1168.3072509765625
1733338418.955498,121192,543.7056884765625
1733338418.960692,121193,539.7113037109375
1733338419.771304,121332,74295.1953125
1733338420.183369,121403,71258.1796875
1733338422.702585,121835,10090.533203125
1733338424.8827672,122205,4962.83935546875
1733338427.395349,122634,1025.9705810546875
1733338443.330461,125290,20539.3828125
1733338471.399584,130071,61957.45703125
1733338480.846694,131680,69391.015625
1733338481.9854422,131876,7375.18896484375
1733338496.40775,134376,82833.1796875
1733338496.479976,134389,247889.0625
1733338496.957309,134474,365128.875
1733338499.247682,134877,132329.578125
1733338503.681419,135615,1875121.125
1733338509.9960299,136673,414984.40625
1733338510.024012,136678,13121.6513671875
1733338512.194483,137055,96592.2578125
1733338525.827958,139403,381558.96875
1733338526.09686,139449,27947.396484375
1733338529.141143,139975,19855.6875
1733338529.5999181,140055,1866990.125
1733338533.631814,140750,393266.8125
1733338535.031282,140989,775848.25
1733338536.39392,141222,171987.421875
1733338546.254516,142892,13397.9404296875
1733338554.029792,144226,425933.71875
1733338554.374793,144285,487785.8125
1733338566.1980622,146312,33316.25
1733338568.4446778,146696,150300.390625
1733338573.05509,147491,165296.59375
1733338580.331147,148673,209861.921875
1733338594.6390588,150758,166486.078125
1733338595.273654,150863,39639.953125
1733338596.341964,151042,103999.5390625
1733338597.809203,151276,59067.26171875
1733338606.677574,152766,649091.5
1733338620.953314,155189,352256.78125
1733338629.548758,156652,3981797.75
1733338632.452066,157130,9950016.0
1733338634.209124,157430,23297014.0
1733338635.335959,157623,459268.125
1733338650.782254,160252,128132.0703125
1733338657.4697978,161364,553438.375
1733338664.699693,162583,1974659.375
1733338665.916859,162789,270304.53125
1733338668.930947,163296,12524639.0
1733338676.834751,164622,15377010.0
1733338681.8143842,165463,22835002.0
1733338682.6064231,165597,25747590.0
1733338683.813801,165800,638327.5625
1733338692.2990432,167234,10641538.0
1733338693.247236,167396,3754454.0
1733338694.699738,167644,25814002.0
1733338704.646105,169323,8041581.5
1733338708.419701,169963,9804521.0
1733338709.748935,170188,5204948.0
1733338718.39647,171659,13771058.0
1733338718.4564102,171669,11346012.0
1733338726.097119,172972,1066051.0
1733338726.810684,173093,59017928.0
1733338729.526588,173556,1947592.875
1733338735.968968,174647,23462946.0
1733338754.578582,177777,21646886.0
1733338757.034996,178192,25571382.0
1733338759.813428,178661,60708884.0
1733338760.049642,178701,2327825.5
1733338763.046976,179196,2550846.25
1733338769.7343612,180315,194947312.0
1733338774.166267,181049,27826424.0
1733338774.518382,181108,277346496.0
1733338780.322731,182087,277357504.0
1733338785.519011,182949,58870864.0
1733338787.435796,183271,320571488.0
1733338789.3655019,183598,58898616.0
1733338798.00244,185058,798824448.0
1733338804.9829051,186232,17051950.0
1733338810.094076,187090,98199248.0
1733338810.394495,187140,50633228.0
1733338815.295268,187943,508188384.0
1733338823.256712,189322,1132238976.0
1733338829.136972,190338,104962240.0
1733338840.03377,192215,68419600.0
1733338862.7628129,195297,235628256.0
1733338863.3428211,195400,880585920.0
1733338864.56242,195619,1553564928.0
1733338871.15043,196726,272156160.0
1733338879.295608,198201,796467904.0
1733338882.860685,198851,155432368.0
1733338885.2496378,199287,11319710.0
1733338890.3899488,200211,89004472.0
1733338897.825512,201401,162466960.0
1733338901.102895,201920,55504908.0
1733338926.723284,206110,339492096.0
1733338932.639982,207050,4211200512.0
1733338936.219867,207609,12018863104.0
1733338943.009742,208748,1499808000.0
1733338944.089919,208934,1702893440.0
1733338950.264416,209988,3111183872.0
1733338951.4641888,210191,478335904.0
1733338970.69338,213099,7320742400.0
1733338975.7657459,213867,9362070528.0
1733338984.713171,215330,221270000.0
1733338988.746562,215953,1155683456.0
1733338989.1912699,216023,14544715776.0
1733338989.381343,216052,230081696.0
1733339000.945747,217867,1796350976.0
1733339010.5025349,219514,24564549632.0
1733339012.498772,219861,1231360256.0
1733339014.829738,220265,1521046272.0
1733339018.184214,220837,6235300864.0
1733339020.719715,221270,1363251200.0
1733339034.2970188,223537,977085696.0
1733339041.995544,224845,4314527232.0
1733339050.591796,226247,7442791936.0
1733339051.148057,226345,44211994624.0
1733339051.216476,226357,4707330560.0
1733339057.2725601,227411,65363202048.0
1733339061.579757,228171,145805213696.0
1733339064.000747,228583,77119201280.0
1733339064.018202,228586,187318452224.0
1733339067.9906402,229290,10214040576.0
1733339078.026449,231023,141815267328.0
1733339084.187192,232060,8158010880.0
1733339094.487482,233809,342394142720.0
1733339099.3599029,234458,25984989184.0
1733339102.2434182,234917,22741745664.0
1733339103.9514081,235215,210110201856.0
1733339121.6533482,238047,68511416320.0
1733339125.195932,238615,40378515456.0
1733339129.674512,239338,1161172090880.0
1733339134.178646,240094,35306356736.0
1733339142.849874,241531,54706585600.0
1733339143.416767,241629,730821558272.0
1733339145.9185011,242064,805441175552.0
1733339147.518283,242341,50734243840.0
1733339155.0233731,243571,98007138304.0
1733339162.684573,244900,90517102592.0
1733339169.2618399,246050,2320791502848.0
1733339177.603939,247507,1473118208000.0
1733339185.869042,248960,249098436608.0
1733339189.940286,249676,156934373376.0
1733339191.922358,250024,2008042569728.0
1733339196.796555,250869,9121321451520.0
1733339199.359902,251319,321298169856.0
1733339202.092005,251796,163049996288.0
1733339203.629089,252066,5750019063808.0
1733339211.5484512,253439,6209727365120.0
1733339217.175638,254422,583613677568.0
1733339218.1991858,254601,6230655893504.0
1733339226.178676,255995,7203271999488.0
1733339231.661259,256945,453922127872.0
1733339239.0772579,258207,7292515778560.0
1733339239.906056,258350,6914483683328.0
1733339244.326821,259111,449376026624.0
1733339255.175362,260953,24252084387840.0
1733339264.2998478,262512,11833439158272.0
1733339264.7989619,262598,13777250549760.0
1733339266.285046,262853,927050366976.0
1733339272.6761851,263947,16573565763584.0
1733339274.300916,264212,1011809386496.0
1733339278.74173,264960,897836515328.0
1733339280.560531,265272,14340825546752.0
1733339282.476521,265601,1363831160832.0
1733339283.018024,265694,25582022688768.0
1733339296.13045,267897,27217337778176.0
1733339300.763762,268687,36151511482368.0
1733339311.816262,270593,57577366880256.0
1733339313.353896,270861,53248257949696.0
1733339314.541137,271052,2576261578752.0
1733339321.029848,272073,33514726621184.0
1733339322.675301,272344,2119986970624.0
1733339325.321609,272751,2015540412416.0
1733339326.509295,272938,51586931884032.0
1733339343.0802171,275402,2510577205248.0
1733339343.8391411,275526,46561723678720.0
1733339355.694508,277439,4261356503040.0
1733339364.8357089,278879,7659934187520.0
1733339365.879783,279048,71370285252608.0
1733339368.489999,279481,3917761740800.0
1733339368.6287942,279501,98147611181056.0
1733339374.440753,280453,88813581893632.0
1733339377.156477,280904,4343964631040.0
1733339379.393395,281277,130635985321984.0
1733339387.621751,282650,193577682468864.0
1733339393.95956,283706,10292773781504.0
1733339397.550261,284303,9603551068160.0
1733339401.014815,284886,161692952559616.0
1733339404.860129,285537,5841553457152.0
1733339414.3307788,287143,401091493625856.0
1733339423.8836281,288760,180194748923904.0
1733339427.407677,289364,183916807847936.0
1733339435.878401,290816,11128595808256.0
1733339454.308686,293826,21968696901632.0
1733339455.394239,294001,282872149704704.0
1733339463.593879,295408,655743996919808.0
1733339464.654334,295573,30210990800896.0
1733339473.838222,296881,26802263162880.0
1733339482.8692548,298351,31037467918336.0
1733339487.8041909,299168,1080071666270208.0
1733339489.798767,299485,42092055232512.0
1733339498.2471821,300833,601607880310784.0
1733339504.42684,301829,1259205356945408.0
1733339508.049261,302431,56237571964928.0
1733339508.422595,302494,36747866013696.0
1733339517.5035148,304023,46559089655808.0
1733339525.188232,305304,1711905647362048.0
1733339544.094965,308411,39963785691136.0
1733339546.705394,308855,70638010105856.0
1733339547.607139,309009,1283408705617920.0
1733339551.919637,309747,45928023064576.0
1733339552.909373,309916,62057445588992.0
1733339553.0728269,309944,68724686061568.0
1733339563.055136,311639,1215275089264640.0
1733339569.587861,312755,4111877940445184.0
1733339578.552792,314291,3674729995042816.0
1733339583.727027,315169,1507142947307520.0
1733339600.481868,318006,133301482291200.0
1733339602.853917,318409,2377776304750592.0
1733339605.3463302,318828,135953817534464.0
1733339607.006753,319111,2191458073313280.0
1733339608.900445,319435,171277457293312.0
1733339611.87202,319941,162539463770112.0
1733339613.875814,320282,215128033198080.0
1733339617.270735,320858,2149456245948416.0
1733339620.351011,321383,2134270046896128.0
1733339626.3222332,322388,170621250043904.0
1733339630.210877,323049,2889578029514752.0
1733339637.610847,324304,226791570538496.0
1733339639.871243,324689,230582399270912.0
1733339642.068396,325062,211406494367744.0
1733339665.6952388,329050,8071560493531136.0
1733339671.656084,330047,377693115777024.0
