Wall time,Step,Value
1732841240.621927,42,151.83509826660156
1732841240.643683,45,0.21675629913806915
1732841240.815253,71,0.3253151476383209
1732841240.988076,94,0.5124147534370422
1732841241.4398909,158,147.16732788085938
1732841241.502989,167,150.95143127441406
1732841242.00355,229,0.3608382046222687
1732841242.035146,234,0.25223398208618164
1732841242.158178,255,0.6505406498908997
1732841242.2614558,273,0.9514431357383728
1732841242.437747,308,0.29475608468055725
1732841242.446097,310,144.37155151367188
1732841242.4846091,318,0.2989387512207031
1732841242.961421,421,1.2697532176971436
1732841243.147941,460,0.7098103165626526
1732841243.2175791,474,138.08889770507812
1732841243.5651252,536,0.6525747179985046
1732841243.701968,563,1.0231722593307495
1732841243.7835531,579,0.9589143991470337
1732841243.818871,586,1.0068473815917969
1732841244.062628,634,0.9849402904510498
1732841244.122804,647,132.19039916992188
1732841244.235855,671,1.0700918436050415
1732841244.451149,714,1.4573705196380615
1732841244.488759,722,1.1773362159729004
1732841244.722801,771,126.22699737548828
1732841244.791106,785,125.21953582763672
1732841244.870199,802,0.9448165893554688
1732841244.899322,808,1.04672110080719
1732841245.033112,836,2.021401882171631
1732841245.603904,945,0.7984819412231445
1732841245.725952,971,0.8558092713356018
1732841245.921942,1014,0.7212613224983215
1732841246.1564002,1066,1.664731740951538
1732841246.330755,1104,110.44208526611328
1732841246.6861389,1180,2.1900007724761963
1732841247.05072,1261,1.403775691986084
1732841247.3021069,1316,4.429391384124756
1732841247.3150349,1319,1.0328246355056763
1732841247.3811042,1333,0.7074481844902039
1732841247.3991082,1337,1.4224748611450195
1732841247.6159391,1385,92.27872467041016
1732841247.6479292,1392,1.444139003753662
1732841247.848381,1436,1.9896804094314575
1732841247.9828339,1466,2.6194610595703125
1732841248.2493,1523,0.8146668672561646
1732841248.381571,1552,2.30898118019104
1732841248.455055,1568,2.5342023372650146
1732841248.527153,1584,1.9999581575393677
1732841248.784718,1640,79.43030548095703
1732841249.019228,1691,1.8147026300430298
1732841249.1048388,1709,1.306881070137024
1732841249.145796,1718,1.2922059297561646
1732841249.21189,1732,57.36909103393555
1732841249.219916,1734,2.0883700847625732
1732841249.2342348,1737,2.957313060760498
1732841249.4385579,1781,1.3427430391311646
1732841249.735873,1844,3.7247135639190674
1732841249.778238,1853,122.64555358886719
1732841249.83996,1866,1.5652148723602295
1732841249.854073,1869,2.111051082611084
1732841249.891735,1877,1.5397921800613403
1732841250.074125,1917,3.276226758956909
1732841250.1510432,1934,61.93228530883789
1732841250.209868,1947,2.3286445140838623
1732841250.458994,2001,1.8127080202102661
1732841250.620954,2036,3.883185386657715
1732841250.924573,2096,4.396411895751953
1732841251.350424,2187,49.818115234375
1732841251.406805,2199,171.2438201904297
1732841251.5654469,2231,5.3146891593933105
1732841251.5977972,2237,3.2719788551330566
1732841251.694219,2257,1.8808706998825073
1732841251.717371,2262,1.9754232168197632
1732841251.9279401,2307,36.42211151123047
1732841251.984666,2319,3.4919593334198
1732841252.150371,2354,3.844320297241211
1732841252.313589,2389,1.813584327697754
1732841252.317515,2390,34.291194915771484
1732841252.5320199,2436,46.741886138916016
1732841252.609898,2453,2.316765308380127
1732841252.6180868,2455,52.14824676513672
1732841252.643599,2460,1.912320613861084
1732841252.75865,2485,4.202378749847412
1732841252.762528,2486,3.8034844398498535
1732841252.818301,2498,2.9309165477752686
1732841252.840975,2503,3.7484130859375
