Wall time,Step,Value
1732828751.535069,0,0.0
1732828752.5932312,1,0.0
1732828753.58407,2,0.0
1732828754.5143192,3,0.0
1732828755.5423841,4,0.0
1732828756.585807,5,0.0
1732828757.582707,6,0.0
1732828758.5677881,7,0.0
1732828759.516372,8,0.0
1732828760.510762,9,0.0
1732828761.518754,10,0.0
1732828762.584578,11,0.0
1732828763.668134,12,0.0
1732828764.709483,13,0.0
1732828765.73423,14,0.0
1732828766.832093,15,0.0
1732828767.9872231,16,0.0
1732828769.051589,17,0.0
1732828770.1258209,18,0.0
1732828771.233845,19,0.0
1732828772.3331132,20,0.0
1732828773.40367,21,0.0
1732828774.560002,22,0.0
1732828775.7166998,23,0.0
1732828776.690416,24,0.0
1732828777.692371,25,0.0
1732828778.686198,26,0.0
1732828779.649472,27,0.0
1732828780.6804821,28,0.0
1732828781.675267,29,0.0
1732828782.661026,30,0.0
1732828783.626967,31,0.0
1732828784.5856729,32,0.0
1732828785.5592399,33,0.0
1732828786.530325,34,0.0
1732828787.484916,35,0.0
1732828788.470637,36,0.0
1732828789.434231,37,0.0
1732828790.4154701,38,0.0
1732828791.420661,39,0.0
1732828792.349257,40,0.0
1732828793.366325,41,0.0
1732828794.346835,42,0.0
1732828795.340127,43,0.0
1732828796.312783,44,0.0
1732828797.3195121,45,0.0
1732828798.323722,46,0.0
1732828799.3284569,47,0.0
1732828800.308158,48,0.0
1732828801.3095748,49,0.0
1732828802.384303,50,0.0
1732828803.449829,51,0.0
1732828804.476317,52,0.0
1732828805.426902,53,0.0
1732828806.406595,54,0.0
1732828807.3325481,55,0.0
1732828808.310164,56,0.0
1732828809.3394501,57,0.0
1732828810.340678,58,0.0
1732828811.291429,59,0.0
1732828816.6513689,60,0.0
1732828828.3849359,61,0.0
1732828839.69428,62,0.0
1732828851.329844,63,0.0
1732828863.237139,64,0.0
1732828876.634495,65,0.0
1732828889.187902,66,0.0
1732828903.772612,67,0.0
1732828923.186399,68,0.0
1732828945.871596,69,0.0
1732828967.7091122,70,0.0
1732828987.499081,71,0.0
1732829005.069078,72,0.0
1732829020.858423,73,0.0
1732829036.574826,74,0.0
1732829052.517081,75,0.0
1732829068.250026,76,0.0
1732829084.212966,77,0.0
1732829101.38542,78,0.0
1732829119.5898602,79,0.0
1732829139.314052,80,0.0
1732829157.347302,81,0.0
1732829173.412811,82,0.0
1732829189.247364,83,0.0
1732829205.196337,84,0.0
1732829220.42849,85,0.0
1732829235.539262,86,0.0
1732829250.3264241,87,0.0
1732829266.534086,88,0.0
1732829278.760236,89,0.0
1732829282.353251,90,1.0
1732829294.508001,91,0.0
1732829306.389342,92,0.0
1732829318.159443,93,0.0
1732829329.9590871,94,0.0
1732829341.6097631,95,0.0
1732829353.3451562,96,0.0
1732829365.186038,97,0.0
1732829376.918015,98,0.0
1732829389.0044858,99,0.0
1732829401.0222678,100,0.0
1732829412.894018,101,0.0
1732829424.740907,102,0.0
1732829436.705889,103,0.0
1732829448.481044,104,0.0
1732829460.3879092,105,0.0
1732829472.108711,106,0.0
1732829483.981169,107,0.0
1732829495.810179,108,0.0
1732829507.926272,109,0.0
1732829519.839982,110,0.0
1732829531.804211,111,0.0
1732829543.70559,112,0.0
1732829555.759687,113,0.0
1732829568.817636,114,0.0
1732829582.7342641,115,0.0
1732829602.24751,116,0.0
1732829617.194643,117,0.0
1732829632.105381,118,0.0
1732829646.457823,119,0.0
1732829660.6365252,120,0.0
1732829674.709593,121,0.0
1732829688.574348,122,0.0
1732829702.300902,123,0.0
1732829716.0022001,124,0.0
1732829729.595412,125,0.0
1732829743.084288,126,0.0
1732829756.668392,127,0.0
1732829770.20239,128,0.0
1732829783.711921,129,0.0
1732829797.235708,130,0.0
1732829810.838584,131,0.0
1732829825.154908,132,0.0
1732829839.32808,133,0.0
1732829853.613562,134,0.0
1732829868.066441,135,0.0
1732829991.490721,136,0.0
1732830004.499768,137,0.0
1732830022.3044229,138,0.0
1732830033.519639,139,0.0
1732830047.5114188,140,0.0
1732830058.18022,141,0.0
1732830069.391267,142,0.0
1732830080.6507342,143,0.0
1732830091.754248,144,0.0
1732830103.388476,145,0.0
1732830114.3462029,146,0.0
1732830125.507519,147,0.0
1732830137.8166652,148,0.0
1732830150.352442,149,0.0
